,title,link,description,pubDate,realDate
14,"Boeing Experiences Quarterly Revenue Drop Amid Production Challenges, Bea...",https://www.econotimes.com/Boeing-Experiences-Quarterly-Revenue-Drop-Amid-Production-Challenges-Beat-Expectations-1676354,"Boeing disclosed a notable drop in quarterly revenue, the first in seven quarters, amidst... on Boeing's highly successful 737 MAX jets. Additionally, the FAA tasked Boeing with devising a... ",2024-04,2024-04-25
15,United Airlines to Receive Compensation from Boeing for 737 MAX Grounding,https://www.econotimes.com/United-Airlines-to-Receive-Compensation-from-Boeing-for-737-MAX-Grounding-1675884,United Airlines has announced it will receive compensation from Boeing for the significant... with Boeing. The agreement includes issuing &quot;credit memos&quot; for future aircraft purchases to offset... ,2024-04,2024-04-18
16,¿Jabón de cocina para construir aviones? Boeing lo aprueba,https://www.nytimes.com/es/2024/04/18/espanol/jabon-de-cocina-boeing-737-max.html?partner=naver,"de Boeing, usaba jabón Dawn y una tarjeta llave de hotel en el proceso de fabricación. La... del Boeing 737 Max planteó una pregunta peculiar. ¿Era realmente apropiado que uno de los... ",2024-04,2024-04-19
17,"Industry Ministry, Boeing discuss cooperation in aviation and defense",https://n.news.naver.com/mnews/article/640/0000052644?sid=101,"aviation giant Boeing to discuss opportunities for cooperation in the aviation, space and... of Boeing Research &amp; Technology, in Seoul to discuss bilateral cooperation, according to the Industry... ",2024-04,2024-04-16
18,Boeing Whistle-Blower Details His Concerns to Congressional Panel,https://www.nytimes.com/2024/04/17/us/politics/whistle-blower-boeing-787-dreamliner.html?partner=naver,"Sam Salehpour, an engineer at Boeing for over a decade, testified that the company introduced production shortcuts in an attempt to address bottlenecks. A Boeing engineer who went public last... ",2024-04,2024-04-18
19,Boeing Defends Safety of 787 Dreamliner After Whistle-Blower’s Claims,https://www.nytimes.com/2024/04/15/business/boeing-787-dreamliner-safety-whistle-blower.html?partner=naver,"After a Boeing engineer went public with safety concerns, the company invited reporters to its South Carolina factory and top engineers vouched for the plane. Boeing sought on Monday to reassure... ",2024-04,2024-04-16
20,"LG Display, LIG Nex1, Boeing showcase smart cabin tech at expo",https://n.news.naver.com/mnews/article/009/0005311166?sid=104,"and Boeing Co. The new smart cabin technology unveiled at the expo, which runs until Thursday... LG Display, LIG Nex1, and Boeing had worked on the technology since 2020, mainly led by the Boeing... ",2024-05,2024-05-30
21,USA NASA BOEING CREW FLIGHT TEST,https://n.news.naver.com/mnews/article/091/0009661287?sid=104,NASA?s Boeing Crew Flight Test Rollout at Cape Canaveral A handout picture made available by the... with Boeing's CST-100 Starliner spacecraft aboard as it is rolled out of the Vertical... ,2024-05,2024-05-31
22,"Frank Shrontz, 92, Dies; Led Boeing in the Last of Its Golden Years",https://www.nytimes.com/2024/05/22/business/frank-shrontz-dead.html?partner=naver,"Frank Shrontz, a widely admired executive who led Boeing in the 1980s and ’90s, a decade of... Although he spent the bulk of his career at Boeing, Mr. Shrontz, who had a law degree and an M.B.... ",2024-05,2024-05-23
23,NASA Astronauts to Wait Another Week for Boeing Starliner Launch,https://www.nytimes.com/2024/05/24/science/boeing-starliner-nasa-launch.html?partner=naver,"Officials from NASA and Boeing say they have worked out a solution to a helium leak that has kept the Starliner astronaut capsule grounded. Boeing’s Starliner spacecraft, which was scheduled to... ",2024-05,2024-05-25
24,SEC Opens Investigation into Boeing Co. over Safety Statements,https://www.econotimes.com/SEC-Opens-Investigation-into-Boeing-Co-over-Safety-Statements-1677417,"Securities and Exchange Commission (SEC) has launched an investigation into Boeing Co.... According to Fox News, eyebrows raised over Boeing's safety declarations have led to the SEC's deeper... ",2024-05,2024-05-10
25,Lufthansa CEO Labels Boeing Delays 'Extremely Annoying',https://www.econotimes.com/Lufthansa-CEO-Labels-Boeing-Delays-Extremely-Annoying-1677535,"from Boeing, the U.S. aerospace giant. According to Spohr, the setbacks are not only &quot;extremely... Reuters reported that despite these challenges, Spohr remains optimistic about Boeing's capacity... ",2024-05,2024-05-13
26,Boeing Gives F.A.A. Plan to Address Systemic Quality-Control Issues,https://www.nytimes.com/2024/05/30/us/politics/boeing-faa-quality-control-plan.html?partner=naver,to push for safety improvements throughout Boeing during a tumultuous year for the company. Boeing’s top executives delivered a plan to improve quality and safety to the Federal Aviation... ,2024-05,2024-05-31
27,"Boeing Violated Settlement Over 737 Max Problems, Justice Dept. Says",https://www.nytimes.com/2024/05/14/business/boeing-justice-department-settlement.html?partner=naver,"The Department of Justice said on Tuesday that Boeing was in violation of a 2021 settlement... In a letter to a federal judge, the department said that Boeing had failed to “design, implement... ",2024-05,2024-05-15
28,USA NASA BOEING CREW FLIGHT TEST,https://n.news.naver.com/mnews/article/091/0009661288?sid=104,NASA?s Boeing Crew Flight Test Rollout at Cape Canaveral A handout picture made available by the... with Boeing's CST-100 Starliner spacecraft aboard was rolled out of the Vertical Integration... ,2024-05,2024-05-31
29,USA NASA BOEING CREW FLIGHT TEST,https://n.news.naver.com/mnews/article/091/0009661289?sid=104,NASA?s Boeing Crew Flight Test Rollout at Cape Canaveral A handout picture made available by the... with Boeing's CST-100 Starliner spacecraft aboard as it is rolled out of the Vertical... ,2024-05,2024-05-31
30,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674573?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Relatives who lost loved ones in the crash of a Boeing aircraft stand behind outgoing Boeing CEO David... ,2024-06,2024-06-19
31,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674587?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Outgoing Boeing CEO David Calhoun (R) apologizes to relatives who lost loved ones in the crash of a Boeing... ,2024-06,2024-06-19
32,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674586?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Outgoing Boeing CEO David Calhoun (R) apologizes to relatives who lost loved ones in the crash of a Boeing... ,2024-06,2024-06-19
33,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674589?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Outgoing Boeing CEO David Calhoun (R) apologizes to relatives who lost loved ones in the crash of a Boeing... ,2024-06,2024-06-19
34,Boeing Angers Safety Officials With Disclosures on 737 Max Incident,https://www.nytimes.com/2024/06/27/business/boeing-737-max-ntsb.html?partner=naver,The National Transportation Safety Board said Boeing had improperly released information about the blowout of a panel on an Alaska Airlines flight. Boeing drew fresh criticism from a federal... ,2024-06,2024-06-27
35,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674578?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Relatives who lost loved ones in the crash of a Boeing aircraft stand behind outgoing Boeing CEO David... ,2024-06,2024-06-19
36,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674588?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Outgoing Boeing CEO David Calhoun (R) apologizes to relatives who lost loved ones in the crash of a Boeing... ,2024-06,2024-06-19
37,USA SENATE BOEING,https://n.news.naver.com/mnews/article/091/0009674590?sid=104,Outgoing Boeing CEO Calhoun testifies before Senate committee on safety investigations Outgoing Boeing CEO David Calhoun (R) apologizes to relatives who lost loved ones in the crash of a Boeing... ,2024-06,2024-06-19
38,"Boeing Is Said to Offer Stock to Buy Spirit, Preserving Cash Amid Struggl...",https://www.nytimes.com/2024/06/25/business/boeing-spirit-aerosystems-acquisition.html?partner=naver,"In a bid to acquire a key supplier, Boeing has shifted how it plans to pay for the deal... Boeing would use stock instead of cash to buy Spirit AeroSystems, said the two people, who were not... ",2024-06,2024-06-26
39,Boeing May Evade Criminal Charges for Violating Settlement,https://www.nytimes.com/2024/06/21/us/politics/boeing-doj-deferred-prosecution-agreement.html?partner=naver,"The Justice Department is considering allowing Boeing to avoid criminal prosecution for... Prosecutors have not made a final call, nor have they ruled out bringing charges against Boeing or... ",2024-06,2024-06-22
40,Boeing Component Shortage Delays US-Japan Production of Patriot Missiles ...,https://www.econotimes.com/Boeing-Component-Shortage-Delays-US-Japan-Production-of-Patriot-Missiles-for-Ukraine-1682140,"A critical component shortage from Boeing is delaying the production of Patriot air defense... Boeing Component Shortage Stalls Crucial Patriot Missile Production, Impacting US-Japan Support for... ",2024-07,2024-07-21
41,Korean Air to buy up to 50 Boeing planes for 30 tln won,https://n.news.naver.com/mnews/article/001/0014822082?sid=104,"Korean Air-Boeing airplanes Korean Air to buy up to 50 Boeing planes for 30 tln won SEOUL, July 22 (Yonhap) -- Korean Air Co. said Monday that it has signed a memorandum of understanding with... ",2024-07,2024-07-22
42,(LEAD) Korean Air to buy up to 50 Boeing planes for 30 tln won,https://n.news.naver.com/mnews/article/001/0014822093?sid=104,"Korean Air-Boeing airplanes Korean Air to buy up to 50 Boeing planes for 30 tln won SEOUL, July 22 (Yonhap) -- Korean Air Co. said Monday that it has signed a memorandum of understanding with... ",2024-07,2024-07-22
43,Korean Air to buy up to 50 Boeing planes for strategic fleet upgrade,https://n.news.naver.com/mnews/article/044/0000259538?sid=104,Korean Air is to purchase up to 50 new widebody aircraft from Boeing in its push to enhance... The national flag carrier signed a memorandum of understanding with Boeing on Monday on the... ,2024-07,2024-07-22
44,Korean Air to buy up to 50 Boeing planes,https://n.news.naver.com/mnews/article/009/0005339051?sid=104,nabbed a 30 trillion won ($21.62 billion) deal with The Boeing Co. to purchase up to 50... Korean Air announced on Monday that it entered a memorandum of understanding (MoU) with Boeing to... ,2024-07,2024-07-23
45,Korean Air Sign MOU to Purchase Up to 50 Airplanes from Boeing,https://www.businesskorea.co.kr/news/articleView.html?idxno=221703,Korean Air will modernize its fleet with the introduction of Boeing's most advanced mid- and... with Boeing Commercial Airplanes President Stephanie Pope on July 22 (local time). &quot;The MOU is for... ,2024-07,2024-07-23
46,NASA Aims to Restore Space Station Traffic After SpaceX and Boeing Proble...,https://www.nytimes.com/2024/07/26/science/nasa-spacex-boeing-iss.html?partner=naver,"A new Boeing spacecraft experienced propulsion problems en route to the space station. The... giant Boeing that is now docked at the space station, to finally return to Earth with two NASA... ",2024-07,2024-07-27
47,Boeing Names New C.E.O. as It Looks to Recover From Safety Crisis,https://www.nytimes.com/2024/07/31/business/boeing-kelly-ortberg-ceo.html?partner=naver,"Boeing’s board named the plane maker’s next chief executive on Wednesday, putting Robert K.... by Boeing. Speculation about the airplane manufacturer’s next chief executive had focused on... ",2024-07,2024-07-31
48,Korean Air to order up to 50 wide-body aircraft from Boeing for estimated...,https://www.koreatimes.co.kr/www/tech/2024/07/419_379126.html?na,"with Boeing in the U.K. on Monday (local time), marking a significant commitment to expand its fleet with the purchase of 20 Boeing 777-9 aircraft and 20 Boeing 787-10 Dreamliners, with an option... ",2024-07,2024-07-22
49,Korean Air fleet to soar with $22 billion order for 50 Boeing airplanes,https://n.news.naver.com/mnews/article/640/0000056630?sid=101,"Korean Air is purchasing as many as 50 widebody aircraft from Boeing in a deal possibly worth up... plane maker to buy 20 777-9s and 20 Boeing 787-10s, with the right to buy 10 more 787-10s later... ",2024-07,2024-07-22
50,Boeing Faces a Steep Climb in Catching Up to Airbus,https://www.nytimes.com/2024/08/14/business/boeing-airbus.html?partner=naver,"As Boeing works to address quality control issues, its new chief starts at a disadvantage in... rival, Boeing. Airbus has only tightened its grip on the market since. Shifting the balance of... ",2024-08,2024-08-15
51,NASA Says Boeing Starliner Astronauts May Fly Home on SpaceX in 2025,https://www.nytimes.com/2024/08/07/science/boeing-starliner-nasa-spacex.html?partner=naver,"For weeks, NASA has downplayed problems experienced by Starliner, a Boeing spacecraft that took... the Boeing vehicle, after all. The agency is exploring a backup option for the astronauts, Suni... ",2024-08,2024-08-08
52,"Faced With the Boeing Starliner’s Flaws, NASA Gets a Couple of Things R...",https://www.nytimes.com/live/2024/08/27/opinion/thepoint/nasa-starliner-astronauts-space?partner=naver,"the Boeing Starliner, experienced some unexpected glitches. Boeing has been utterly humiliated by the Starliner’s failure, not least because the company’s rival, SpaceX, will take Wilmore and... ",2024-08,2024-08-27
53,NASA Extends Boeing Starliner Astronauts’ Space Station Stay to 2025,https://www.nytimes.com/2024/08/24/science/nasa-boeing-starliner-astronauts.html?partner=naver,"on Boeing’s troubled Starliner space vehicle. They will return instead on a SpaceX capsule... the Boeing vehicle. It also adds to months of difficult problems experienced by Boeing, a dominant... ",2024-08,2024-08-24
54,Boeing Grounds 777-9 Test Planes in Latest Setback,https://www.nytimes.com/2024/08/20/business/boeing-777x-grounded.html?partner=naver,"Boeing said on Tuesday that it had paused test flights of the 777-9, a large plane whose... to Boeing. The company is replacing the part and investigating the issue on each plane and “will... ",2024-08,2024-08-21
55,"Eastar Jet, Boeing collaborate to make flights safer",https://n.news.naver.com/mnews/article/009/0005352550?sid=104,"signed an agreement with The Boeing Co. to collaborate on flight safety services, the airline announced on Tuesday. Under the agreement, Eastar Jet will work with Boeing’s Flight Operations... ",2024-08,2024-08-20
56,Boeing Says It’s Changing Type of Panel That Blew Off Alaska Airlines J...,https://www.nytimes.com/2024/08/06/us/politics/boeing-safety-door-plugs.html?partner=naver,Boeing officials told regulators on Tuesday that the aircraft maker would make changes to how it... Boeing informed the regulators that it was redesigning its door plugs — the panels that... ,2024-08,2024-08-07
57,Boeing and Lockheed Martin in Talks to Sell ULA to Sierra Space for Up to...,https://www.econotimes.com/Boeing-and-Lockheed-Martin-in-Talks-to-Sell-ULA-to-Sierra-Space-for-Up-to-3-Billion-1684369,"Boeing and Lockheed Martin are negotiating the sale of their rocket-launch joint venture, United... Boeing and Lockheed Martin Eye $3 Billion ULA Sale to Sierra Space, Potentially Reshaping Space... ",2024-08,2024-08-19
58,USA NASA BOEING STARLINER,https://n.news.naver.com/mnews/article/091/0009716024?sid=104,NASA's Boeing Crew Flight Test astronauts (from top) Butch Wilmore and Suni Williams posing for... and Boeing's Starliner spacecraft on 13 June 2024. NASA announced on 24 August that it will... ,2024-08,2024-08-25
59,USA NASA BOEING STARLINER,https://n.news.naver.com/mnews/article/091/0009716023?sid=104,NASA's Boeing Crew Flight Test. NASA announced on 24 August that it will return Boeing's Starliner to Earth without astronauts Butch Wilmore and Suni Williams aboard the spacecraft. The Starliner... ,2024-08,2024-08-25
60,Boeing Says It Has Made Its ‘Best and Final’ Offer to Striking Workers,https://www.nytimes.com/2024/09/23/business/economy/boeing-strike-contract-offer.html?partner=naver,"Boeing on Monday made what it described as its “best and final” contract offer to more than... Boeing gave the workers, most of whom work in commercial aircraft production in the Seattle area... ",2024-09,2024-09-24
61,Safety Board Warns of Rudder Control Defect in Some Boeing Planes,https://www.nytimes.com/2024/09/26/us/politics/boeing-rudder-defect-ntsb.html?partner=naver,"some Boeing planes, warning that a defect could cause the rudder control system that helps steer... It stems from the agency’s investigation into a United Airlines Boeing 737 Max 8 that... ",2024-09,2024-09-27
62,USA BOEING,https://n.news.naver.com/mnews/article/091/0009741128?sid=104,"NTSB issues safety recommendations over Boeing 737 rudder concerns A United Airlines Boeing 737 Max 8 lands at Boston Logan International Airport in East Boston, Massachusetts, USA, 27 September... ",2024-09,2024-09-28
63,USA BOEING,https://n.news.naver.com/mnews/article/091/0009741129?sid=104,"NTSB issues safety recommendations over Boeing 737 rudder concerns An American Airlines Boeing 737-823 departs from Boston Logan International Airport in East Boston, Massachusetts, USA, 27... ",2024-09,2024-09-28
64,USA BOEING,https://n.news.naver.com/mnews/article/091/0009741127?sid=104,"NTSB issues safety recommendations over Boeing 737 rudder concerns An Alaska Airlines Boeing 737 Max 9 departs from Boston Logan International Airport in East Boston, Massachusetts, USA, 27... ",2024-09,2024-09-28
65,USA BOEING,https://n.news.naver.com/mnews/article/091/0009741130?sid=104,"NTSB issues safety recommendations over Boeing 737 rudder concerns A United Airlines Boeing 737 Max 8 lands at Boston Logan International Airport in East Boston, Massachusetts, USA, 27 September... ",2024-09,2024-09-28
66,Boeing Will Cut Spending as Strike Takes Financial Toll,https://www.nytimes.com/2024/09/16/business/boeing-strike-hiring-freeze.html?partner=naver,"33,000 Boeing workers went on strike last week after rejecting a tentative contract the company had negotiated with their unions. Days after thousands of employees went on strike, Boeing said on... ",2024-09,2024-09-17
67,Ending the Boeing Strike Won’t Be Easy. Here’s Why.,https://www.nytimes.com/2024/09/14/business/economy/boeing-strike-union.html?partner=naver,"When thousands of Boeing employees rejected a new labor contract, precipitating a strike that... and Boeing agreed to — may be too much for management. But labor experts said the strength of... ",2024-09,2024-09-14
68,Boeing Restarts Labor Negotiations as It Seeks End to Strike,https://www.nytimes.com/2024/09/17/business/boeing-strike-negotiations.html?partner=naver,"Boeing and its largest union restarted contract negotiations on Tuesday with the help of federal... If the strike lasts for several weeks, analysts estimate that Boeing, which was already in a... ",2024-09,2024-09-17
69,Boeing to Begin Temporary Layoffs Because of Strike,https://www.nytimes.com/2024/09/18/business/boeing-strike-layoffs.html?partner=naver,Boeing will start furloughing tens of thousands of employees in the coming days as it seeks to... Boeing announced a series of cost-cutting measures this week to stem losses that could reach into... ,2024-09,2024-09-19
70,Boeing Workers Resoundingly Reject New Contract and Extend Strike,https://www.nytimes.com/2024/10/23/business/boeing-union-vote-strike.html?partner=naver,"The vote, hours after Boeing reported a $6.1 billion loss, will extend a nearly six-week-long strike at factories where the company makes its best-selling commercial plane. Boeing’s largest... ",2024-10,2024-10-24
71,Boeing Union Says It Will Vote on New Proposal to End Strike,https://www.nytimes.com/2024/10/19/business/boeing-strike-deal.html?partner=naver,"Leaders of Boeing’s largest union said on Saturday that they had reached a “negotiated... 13 and has taken a notable toll on Boeing, which was already in difficult financial straits. Within... ",2024-10,2024-10-20
72,Boeing Seeks to Line Up Billions in Financing as Strike Goes On,https://www.nytimes.com/2024/10/15/business/boeing-financing-strike.html?partner=naver,"Boeing on Tuesday announced steps to improve its financial position as costs mounted and a... “These are two prudent steps to support the company’s access to liquidity,” Boeing said in a... ",2024-10,2024-10-15
73,Boeing Plans $15 Billion Capital Raise Amid Ongoing Challenges,https://www.econotimes.com/Boeing-Plans-15-Billion-Capital-Raise-Amid-Ongoing-Challenges-1690907,Boeing's Strategic Capital Raise Boeing is preparing to raise approximately $15 billion through a combination of common shares and a mandatory convertible bond. This move aims to strengthen its... ,2024-10,2024-10-17
74,"Boeing Cuts 17,000 Jobs and Delays 777X Deliveries Amid Strike",https://www.econotimes.com/Boeing-Cuts-17000-Jobs-and-Delays-777X-Deliveries-Amid-Strike-1690351,"Boeing Announces 17,000 Job Cuts Amid Strikes and Financial Losses Boeing, one of the world's largest aerospace manufacturers, is set to reduce its workforce by 17,000 employees—representing a... ",2024-10,2024-10-12
75,Boeing Plans $15 Billion Capital Raise Amid Ongoing Strike and Financial ...,https://www.econotimes.com/Boeing-Plans-15-Billion-Capital-Raise-Amid-Ongoing-Strike-and-Financial-Pressures-1691963,"Boeing's $15 Billion Capital Raise Boeing Co is reportedly planning to initiate a $15 billion capital raise as early as Monday, according to Bloomberg. This move comes as the aerospace giant... ",2024-10,2024-10-28
76,Why Boeing Workers Rejected a New Contract: Retirement Benefits,https://www.nytimes.com/2024/10/24/business/boeing-union-strike-pensions.html?partner=naver,"A decade ago, Boeing stopped offering the gold standard of pension plans — one that pays out... Retirement benefits have become the biggest sticking point in the impasse between Boeing and its... ",2024-10,2024-10-25
77,Email From Boeing to Ethiopian Airlines Sheds Light on a Tragic Crash,https://www.nytimes.com/2024/10/24/us/politics/boeing-email-ethiopian-airlines.html?partner=naver,"a Boeing senior official counseled that the company could answer a pilot’s safety question, but it did not. The questions came in the form of an email on Dec. 1, 2018, to Boeing from the chief... ",2024-10,2024-10-25
78,"Boeing Will Cut 17,000 Jobs in Bid to Slash Costs",https://www.nytimes.com/2024/10/11/business/boeing-job-cuts.html?partner=naver,"Boeing’s new chief executive on Friday announced plans to reduce its work force by 10 percent... Kelly Ortberg, who became chief executive in August, told employees in a memo that Boeing, which... ",2024-10,2024-10-12
79,Federal Judge Questions Justice Department on Boeing Guilty Plea,https://www.nytimes.com/2024/10/11/us/politics/boeing-plea-deal.html?partner=naver,and Boeing. A federal judge in Fort Worth heard arguments Friday but withheld a ruling on whether he would accept a guilty plea by Boeing in connection to the tragic crashes of two 737 Max jets... ,2024-10,2024-10-12
80,Storms and Strikes Take a Toll on Pre-election Jobs Report,https://www.nytimes.com/2024/11/01/business/economy/jobs-report-october.html?partner=naver,"The effect from a strike at Boeing, which began in mid-September and put about 35,000 workers on... other Boeing workers and those of its suppliers, as well as the striking workers. Businesses... ",2024-11,2024-11-01
81,PAKISTAN BOEING TRANSPORTATION,https://n.news.naver.com/mnews/article/091/0009767208?sid=104,"Decomissioned Boeing 737 transportation in Hyderabad Workers transport a decommissioned Boeing 737 in Hyderabad, Pakistan, 01 November 2024. The decommissioned Boeing 737, retired in Karachi in... ",2024-11,2024-11-01
82,PAKISTAN BOEING TRANSPORTATION,https://n.news.naver.com/mnews/article/091/0009767207?sid=104,"Decomissioned Boeing 737 transportation in Hyderabad Workers transport a decommissioned Boeing 737 in Hyderabad, Pakistan, 01 November 2024. The decommissioned Boeing 737, retired in Karachi in... ",2024-11,2024-11-01
83,epaselect PAKISTAN BOEING TRANSPORTATION,https://n.news.naver.com/mnews/article/091/0009766865?sid=104,Decommissioned boeing 737 transported to Hyderabad for training purposes epaselect epa11694301 A man takes a selfie as workers prepare to transport a decommissioned Boeing 737 in Karachi... ,2024-11,2024-11-01
84,PAKISTAN BOEING TRANSPORTATION,https://n.news.naver.com/mnews/article/091/0009767209?sid=104,"Decomissioned Boeing 737 transportation in Hyderabad Workers transport a decommissioned Boeing 737 in Hyderabad, Pakistan, 01 November 2024. The decommissioned Boeing 737, retired in Karachi in... ",2024-11,2024-11-01
85,PAKISTAN BOEING TRANSPORTATION,https://n.news.naver.com/mnews/article/091/0009767206?sid=104,"Decomissioned Boeing 737 transportation in Hyderabad Workers transport a decommissioned Boeing 737 in Hyderabad, Pakistan, 01 November 2024. The decommissioned Boeing 737, retired in Karachi in... ",2024-11,2024-11-01
86,Korean Air-Asiana merger secures final EU approval,https://n.news.naver.com/mnews/article/640/0000062200?sid=101,"Korean Air Lines recently has been inking contracts for new aircraft in rapid succession, including a memorandum of understanding for the purchase of 20 Boeing 777-9 and 30 Boeing 787-10... ",2024-11,2024-11-28
87,Boeing’s Strike Is Over. Its Problems Are Not.,https://www.nytimes.com/2024/11/05/business/boeing-planes-production.html?partner=naver,"33,000 Boeing employees will return to work over the next week. But getting the troubled manufacturer back on track will take a lot longer. Even before the strike began on Sept. 13, Boeing faced... ",2024-11,2024-11-06
88,El estampido sónico de la nave espacial de SpaceX crea riesgo de daños ...,https://www.nytimes.com/es/2024/11/19/espanol/estados-unidos/starship-spacex-crea-danos-ruido.html?partner=naver,"un Boeing 747 durante el despegue. El nuevo cohete Starship de SpaceX supera con creces los... avión Boeing 747 durante su despegue, dijo Kent Gee, un ingeniero acústico independiente que... ",2024-11,2024-11-19
89,How Southwest Airlines Lost Its Groove,https://www.nytimes.com/2024/11/24/business/southwest-airlines-travel.html?partner=naver,the Boeing 737 — to reduce costs and maintain flexibility also became a liability. A quality crisis and a debilitating strike at Boeing this year have severely limited production of 737 jets.... ,2024-11,2024-11-24
