,title,link,description,pubDate,realDate
10,Nike Pegasus 41: A New Horizon in Running Technology,https://www.econotimes.com/Nike-Pegasus-41-A-New-Horizon-in-Running-Technology-1675496,"For over forty years, Nike's Pegasus line has been a staple for runners around the globe, celebrated for its reliable performance. The latest iteration, the Nike Pegasus 41, continues this legacy... ",2024-04,2024-04-12
11,Nike SB Unveils Day One for Next-Generation Skaters,https://www.econotimes.com/Nike-SB-Unveils-Day-One-for-Next-Generation-Skaters-1674735,"In response to this trend, Nike SB is introducing the Day One, the premier SB shoe tailored... the Nike SB Day One promises both functionality and style. Scheduled for release on April 1st, the... ",2024-04,2024-04-02
12,Bode Rec. and Nike Team Up for Iconic Sports Apparel and Footwear Capsule,https://www.econotimes.com/Bode-Rec-and-Nike-Team-Up-for-Iconic-Sports-Apparel-and-Footwear-Capsule-1675198,"In a move that redefines the intersection of sports heritage and contemporary style, Nike has... iconic Nike Astrograbber shoe. Celebrating Sports and Recreation To mark this collaboration, the... ",2024-04,2024-04-09
13,"한인 농구인 마샬 조, Nike Hoop Summit 감독 선임",https://www.radiokorea.com/news/article.php?uid=441097,Nike Hoop Summit은 한인 농구인 마샬 조 감독을 올해(2024년) World Select Team을 이끌 지도자로 선임했다. Nike Hoop Summit은 매년 Oregon 주 Portland에서 열리는 세계 농구 유망주와 미국 농구 유망주 올스타... ,2024-04,2024-04-02
14,Cries of Sexism Greet a Nike Olympic Reveal,https://www.nytimes.com/2024/04/12/style/sexism-nike-olympic-track-and-field-uniforms.html?partner=naver,So it probably should not have come as a shock to Nike that when it offered a sneak peek of the Team U.S.A. track and field unies during a Nike Air event in Paris celebrating its Air technology... ,2024-04,2024-04-13
15,Nike Aims for Olympic Gold in Brand Revival with New Kits for Team USA an...,https://www.econotimes.com/Nike-Aims-for-Olympic-Gold-in-Brand-Revival-with-New-Kits-for-Team-USA-and-Kenya-1675399,"Nike is set to unveil its latest line of Olympic kits for national teams it sponsors, including... With the Olympic Games in Paris on the horizon, Nike seizes this grand stage to showcase its... ",2024-04,2024-04-11
16,"The Nike Luka 3, Unveiled with Advanced Technology and Sustainability",https://www.econotimes.com/The-Nike-Luka-3-Unveiled-with-Advanced-Technology-and-Sustainability-1675698,launch delivers a technologically advanced sneaker tailored to the demands of modern basketball and underscores a commitment to sustainability within the sports apparel industry. Photo: Nike Newsroom,2024-04,2024-04-16
17,Nike Reignites Innovation with Pegasus 41 Launch in Paris,https://www.econotimes.com/Nike-Reignites-Innovation-with-Pegasus-41-Launch-in-Paris-1675603,"To jumpstart its future, Nike chose the iconic Palais Brongniart, the historic Paris stock exchange, for an ambitious product launch. Amidst its grand Corinthian columns, Nike unveiled a series... ",2024-04,2024-04-15
18,"나이키, 에어 (Air)를 통해 선수의 퍼포먼스를 향한 미래 제시",https://www.gukjenews.com/news/articleView.html?idxno=2967656,에어 (Nike On Air) 행사를 통해 올여름 선수들의 꿈을 실현하기 위한 에어(Air)의 새로운 이노베이션을... 이번 행사에서 처음 공개된 나이키 블루프린트 팩 (Nike Blueprint Pack)이 그 노력의 결실을 증명한다. 나이키... ,2024-04,2024-04-12
19,Nike Innovates for Mothers with New Apparel and Footwear,https://www.econotimes.com/Nike-Innovates-for-Mothers-with-New-Apparel-and-Footwear-1675707,Nike is launching new products specifically designed for expecting and postpartum mothers. The... the Nike (M) Swoosh Bra and the Nike Reina EasyOn shoe. The Nike (M) Swoosh Bra: A New Standard... ,2024-04,2024-04-16
20,Jim Cramer Warns Nike: Hoka's Market Share Surge Poses Serious Competitio...,https://www.econotimes.com/Jim-Cramer-Warns-Nike-Hokas-Market-Share-Surge-Poses-Serious-Competition-1678384,said Nike should watch its back with Hoka running shoes doing so well. Deckers CEO emphasizes that innovation is Hoka's top priority as the brand continues to gain market share from Nike. Jim... ,2024-05,2024-05-26
21,Skechers Sales Surge as Growth Lags for Nike and Adidas; Nike Eyes 2024 O...,https://www.econotimes.com/Skechers-Sales-Surge-as-Growth-Lags-for-Nike-and-Adidas-Nike-Eyes-2024-Olympics-1677930,"Skechers reported a significant sales boost last quarter, while Nike and Adidas struggled with growth. Nike aims to leverage the 2024 Summer Olympics in Paris to regain momentum and improve... ",2024-05,2024-05-18
22,Nike vs. Adidas: Anthony Edwards’ and Wembanyama’s Sneakers Soar in Po...,https://www.econotimes.com/Nike-vs-Adidas-Anthony-Edwards-and-Wembanyamas-Sneakers-Soar-in-Popularity-1677801,"and Nike sneakers experiencing remarkable sales surges. Anthony Edwards and Victor Wembanyama's... representing Nike. During his spectacular playoff run, Ant-Man chose to release a slimmed-down... ",2024-05,2024-05-16
23,WNBA Star A'ja Wilson to Launch Own Signature Nike Shoe,https://www.econotimes.com/WNBA-Star-Aja-Wilson-to-Launch-Own-Signature-Nike-Shoe-1677548,"with Nike. This marks her territory as the next WNBA star to launch a signature shoe line.... with Nike. According to Sports Illustrated, Wilson aims to infuse her style and game into every... ",2024-05,2024-05-13
24,"Skepta Says Puma Is 'Much Better Deal' Than Nike, Reveals New Sneaker Col...",https://www.econotimes.com/Skepta-Says-Puma-Is-Much-Better-Deal-Than-Nike-Reveals-New-Sneaker-Collaboration-1678052,"with Nike. He now earns royalties on each shoe sold. Skepta Celebrates Puma Collaboration on Social Media, Highlights Royalties and Creative Freedom Compared to Nike According to Complex, Skepta... ",2024-05,2024-05-21
25,"FC Barcelona Negotiates New Nike Deal, Plans Loan Amid Financial Uncertai...",https://www.econotimes.com/Bara-Negotiates-New-Nike-Deal-Plans-Loan-Amid-Financial-Uncertainty-1677974,FC Barcelona is negotiating a new sponsorship deal with Nike while planning a €100 million... FC Barcelona Eyes €100M Loan Tied to Nike Deal to Bridge Financial Gaps and Address Debt... ,2024-05,2024-05-20
26,Adidas Bids Farewell to Germany with Limited-Edition Sneakers Amid Nike T...,https://www.econotimes.com/Adidas-Bids-Farewell-to-Germany-with-Limited-Edition-Sneakers-Amid-Nike-Takeover-1678619,"before Nike assumes the contract in 2025. Adidas Collaborates with Overkill for Euro 2024-Themed... In 2025, Nike is scheduled to assume the apparel contract for the German team, also referred to... ",2024-05,2024-05-30
27,"Nike Dunk, Naruto Collaboration: Minato Namikaze Concept Sneakers Wow Fan...",https://www.econotimes.com/Naruto-Fans-Clamor-for-Official-Release-of-Minato-Namikaze-x-Nike-Dunk-Design-1678622,"x Nike Dunk concept design. The footwear, inspired by the Fourth Hokage's iconic jutsu, has captivated the fanbase despite being only a concept. Fans Praise Minato Namikaze x Nike Dunk Concept... ",2024-05,2024-05-30
28,FC Barcelona Nears Major Deal with Nike to Boost Financial Stability,https://www.econotimes.com/FC-Barcelona-Nears-Major-Deal-with-Nike-to-Boost-Financial-Stability-1678491,"Among the most important conversations is the possibility of renewing the agreement with Nike, a... Barcelona Finalizes Long-Term Deal with Nike After Legal Ruling Blocks Other Options After... ",2024-05,2024-05-28
29,Nike Scores Partial Victory in Three-Stripe Trademark Battle Against Adid...,https://www.econotimes.com/Nike-Scores-Partial-Victory-in-Three-Stripe-Trademark-Battle-Against-Adidas-1678548,"A German court ruled on Tuesday that Nike can use three stripes on some trouser designs, granting a partial victory in the ongoing trademark dispute with Adidas. Nike's Appeal Decision In the... ",2024-05,2024-05-29
30,"Nike Kobe 5 X-Ray Set for Halloween Release, Honors Bryant’s Five NBA T...",https://www.econotimes.com/Nike-Kobe-5-X-Ray-Set-for-Halloween-Release-Honors-Bryants-Five-NBA-Titles-1680202,"Nike and the Kobe Brand will release the Kobe 5 X-Ray on Halloween 2024, celebrating Kobe... Nike to Release Kobe 5 X-Ray on Halloween, Celebrating Bryant’s Five NBA Championships According to... ",2024-06,2024-06-25
31,"Bronny James Chooses Nike LeBron 1s as Favorite, Talks About New LeBron W...",https://www.econotimes.com/Bronny-James-Chooses-Nike-LeBron-1s-as-Favorite-Talks-About-New-LeBron-Witness-8-1680200,"Bronny James, the NBA draft prospect, revealed his love for the Nike LeBron 1s during a Complex Sneaker Shopping episode. He also discussed the features of the new Nike LeBron Witness 8... ",2024-06,2024-06-25
32,Lakers' LeBron James Teases New Nike LeBron 22 After Wear Test on Instagr...,https://www.econotimes.com/Lakers-LeBron-James-Teases-New-Nike-LeBron-22-After-Wear-Test-on-Instagram-1679641,LeBron James revealed a glimpse of the Nike LeBron 22 sneaker after a wear test and shared a... LeBron James Reveals Wear Test Sample of Nike LeBron 22 After the Nike LeBron 22 was put through a... ,2024-06,2024-06-15
33,Luka Doncic Arrives in Boston Sporting &quot;Girl Dad&quot; Nike Kobe 4s for Game 5,https://www.econotimes.com/Luka-Doncic-Arrives-in-Boston-Sporting-Girl-Dad-Nike-Kobe-4s-for-Game-5-1679679,"Nike Kobe 4 Protro &quot;Girl Dad&quot; sneakers. These shoes honor Kobe Bryant and his daughter Gigi, reflecting Doncic's admiration for the late basketball legend. Luka Doncic Wears &quot;Girl Dad&quot; Nike Kobe... ",2024-06,2024-06-17
34,Light Wash Denim Hops on the Nike Ja 1 GS; Flyknit Bloom Keeps It Conserv...,https://www.econotimes.com/Light-Wash-Denim-Hops-on-the-Nike-Ja-1-GS-Flyknit-Bloom-Keeps-It-Conservative-1680548,"The Nike Ja 1 GS introduces a playful light wash denim design, while the Nike Flyknit Bloom keeps it conservative with a new black and white colorway, set to release this fall. New Nike Ja 1 GS... ",2024-06,2024-06-30
35,Puma Challenges Nike and Adidas with Bold Move at Copa America,https://www.econotimes.com/Puma-Challenges-Nike-and-Adidas-with-Bold-Move-at-Copa-America-1680381,"Puma, traditionally overshadowed by Nike and Adidas, has made a strategic move by sponsoring... Puma Challenges Messi and Ronaldo's Nike-Adidas Dominance with Bold Copa America Sponsorship The... ",2024-06,2024-06-27
36,WNBA Player A'ja Wilson Addresses Criticisms Leveled Against The New Nike...,https://www.econotimes.com/WNBA-Player-Aja-Wilson-Addresses-Criticisms-Leveled-Against-The-New-Nike-Signature-Logo-Design-1680361,"by Nike on Saturday, marking the next step in the evolution of the shoe. In a short amount of... A'ja Wilson's trademark logo is included with Nike. Nike Unveils A'ja Wilson's Logo Design Process... ",2024-06,2024-06-27
37,Sabrina Ionescu Spins New Nike Sabrina 2 Sneaker in Viral Video,https://www.econotimes.com/Sabrina-Ionescu-Spins-New-Nike-Sabrina-2-Sneaker-in-Viral-Video-1680321,"Sabrina Ionescu and Nike launched the second signature sneaker, Sabrina 2, showcased in a viral... Nike Unveils Sabrina Ionescu's Second Signature Sneaker, the Sabrina 2, in Vibrant 'Court Vision... ",2024-06,2024-06-26
38,Nike Unveils A'ja Wilson's Logo; Caitlin Clark Secures $28M Signature Sho...,https://www.econotimes.com/Nike-Unveils-Aja-Wilsons-Logo-Caitlin-Clark-Secures-28M-Signature-Shoe-Deal-1680097,"Nike has unveiled A'ja Wilson's new signature logo ahead of her shoe release, while Caitlin Clark has reportedly signed a $28 million deal over eight years, including her signature shoe. Nike... ",2024-06,2024-06-24
39,Barcelona Kit Release Delayed by Nike Error; Laporta Warns Nike Amid Kit ...,https://www.econotimes.com/Barcelona-Kit-Release-Delayed-by-Nike-Error-Laporta-Warns-Nike-Amid-Kit-Dispute-1679819,Barcelona's 2024/25 kit release has been delayed due to a Nike error with the Spotify logo. President Joan Laporta has issued a warning to Nike as the kit dispute continues. Nike Delays Barcelona... ,2024-06,2024-06-19
40,Official Images of the Nike SB Dunk Low 'Olympic Safari' and GT Cut Cross...,https://www.econotimes.com/Official-Images-of-the-Nike-SB-Dunk-Low-Olympic-Safari-and-GT-Cut-Cross-Revealed-1682268,"Official images of the Nike SB Dunk Low &quot;Olympic Safari&quot; have been released, expected to launch on August 9, 2024, for $125. Meanwhile, the Nike GT Cut Cross surfaces in &quot;Arctic Orange,&quot; adding... ",2024-07,2024-07-22
41,Air Jordan 1 ‘Gold Medal’ Surfaces Ahead Of The Paris Olympics; Devin ...,https://www.econotimes.com/Air-Jordan-1-Gold-Medal-Surfaces-Ahead-Of-The-Paris-Olympics-Devin-Booker-Reveals-Nike-Book-1-Copper-1682138,"Meanwhile, Devin Booker reveals the Nike Book 1 “Copper,” inspired by the KD 4 “Christmas... Devin Booker Unveils Nike Book 1 ‘Copper’ Inspired by KD 4 ‘Christmas’ Ahead of Olympics... ",2024-07,2024-07-21
42,PlayStation x Nike Air Force 1 Low Set for Highly Anticipated 2025 Return,https://www.econotimes.com/PlayStation-x-Nike-Air-Force-1-Low-Set-for-Highly-Anticipated-2025-Return-1682996,"The PlayStation x Nike Air Force 1 Low is rumored to return in 2025 triumphantly. This iconic... The PlayStation x Nike partnership is legendary, producing several Air Force 1 Low versions that... ",2024-07,2024-07-31
43,UConn's Paige Bueckers to Make History with Exclusive Nike Sneaker,https://www.econotimes.com/UConns-Paige-Bueckers-to-Make-History-with-Exclusive-Nike-Sneaker-1682997,UConn star Paige Bueckers is set to become the first college basketball player to receive her own player-exclusive Nike sneaker. The groundbreaking release of the Nike G.T. Hustle 3 is scheduled... ,2024-07,2024-07-31
44,Air Jordan 14 'Ferrari' Returns in Summer 2025; Latest on Nike LeBron 22,https://www.econotimes.com/Air-Jordan-14-Ferrari-Returns-in-Summer-2025-Latest-on-Nike-LeBron-22-1682965,"The Air Jordan 14 “Ferrari” is set to return in Summer 2025, while the Nike LeBron 22... Nike LeBron 22 Takes Center Stage at Olympic Basketball, Showcasing Innovative Design and Patriotic... ",2024-07,2024-07-31
45,Nike SB Dunk Low 'Triple White': This Summer's Must-Have Sneaker,https://www.econotimes.com/Nike-SB-Dunk-Low-Triple-White-This-Summers-Must-Have-Sneaker-1682993,"Sneaker enthusiasts are buzzing about Nike's latest drop: the SB Dunk Low &quot;Triple White.&quot; This... The Nike SB Dunk Low &quot;Triple White&quot; boasts a complete leather construction, maintaining the... ",2024-07,2024-07-31
46,Caitlin Clark Unveils Exclusive Nike Kobe Sneaker: A Tribute to Bryant an...,https://www.econotimes.com/Caitlin-Clark-Unveils-Exclusive-Nike-Kobe-Sneaker-A-Tribute-to-Bryant-and-Her-Dual-Heritage-1682994,"Nike Kobe sneakers throughout her college career and into her first WNBA season, debuted her first player-exclusive colorway during a team practice on Tuesday afternoon. Clark unveiled the Nike... ",2024-07,2024-07-31
47,Stussy and Nike Unveil New LD-1000 Colorways: A Fresh Wave of Retro Runne...,https://www.econotimes.com/Stussy-and-Nike-Unveil-New-LD-1000-Colorways-A-Fresh-Wave-of-Retro-Runners-1682995,Stussy and Nike are set to release a second wave of the coveted LD-1000 sneakers. The new batch... Stussy Nike collaboration. Sneakerheads can mark their calendars for August 2nd when both new... ,2024-07,2024-07-31
48,"Nike SB Nyjah 3 and Ishod 2 Sport ‘Olympic Safari’ Makeup, Sabrina 2 i...",https://www.econotimes.com/Nike-SB-Nyjah-3-and-Ishod-2-Sport-Olympic-Safari-Makeup-Sabrina-2-in-Metallic-Gold-1682505,"Nike SB’s fall catalog features the Nyjah 3 and Ishod 2 in “Olympic Safari” makeup, while the Nike Sabrina 2 coins an Olympics-like colorway in “Metallic Gold,” celebrating the 2024... ",2024-07,2024-07-25
49,Nike Air Force 1 Low 'Paris' and “TINAJ B” Air Force 1 Unveil New Styl...,https://www.econotimes.com/Nike-Air-Force-1-Low-Paris-and-TINAJ-B-Air-Force-1-Unveil-New-Styles-1682715,Nike's latest Air Force 1 Low “Paris” and “TINAJ B” continue the brand’s trendsetting... Nike's City Series Continues with Paris-Inspired Air Force 1 Release Nike continues its global... ,2024-07,2024-07-28
50,"번개장터, 흔들리는 '나이키' 중고시장선 부동의 1위",http://www.m-i.kr/news/articleView.html?idxno=1151008,"글로벌 스포츠 브랜드 나이키(Nike)가 최근 부진한 실적으로 명성이 흔들리고 있는 가운데, 뜻밖에도 중고... 사진=번개장터 제공 매일일보 = 오시내 기자  |  글로벌 스포츠 브랜드 나이키(Nike)가 최근 부진한 실적으로... ",2024-08,2024-08-19
51,Naomi Osaka irá al Abierto de EE. UU. con un atuendo ‘muy demure’,https://www.nytimes.com/es/2024/08/26/espanol/estilos-de-vida/naomi-osaka-us-open-nike.html?partner=naver,"con Nike en 2018 (el martes, Ahn lanzará una colección de ocho piezas de ropa inspirada en calzado vintage para la división Nike Women). “Me envió unos atuendos como de ‘Lolita’ gótica... ",2024-08,2024-08-27
52,Available Now: Nike Dunk Low “Motion” for Kids and Official Images of ...,https://www.econotimes.com/Available-Now-Nike-Dunk-Low-Motion-for-Kids-and-Official-Images-of-Air-Jordan-4-RM-1683839,"Nike has released the Dunk Low “Motion” for kids, featuring bold Bauhaus-inspired designs.... Nike's Dunk Low GS ‘Motion’ for Kids Debuts with Bold, Bauhaus-Inspired Design and Vibrant... ",2024-08,2024-08-10
53,Naomi Osaka’s Ruffles and Bows,https://www.nytimes.com/2024/08/25/style/naomi-osaka-us-open-nike.html?partner=naver,"with Nike in 2018. (On Aug. 27, Ms. Ahn will release an eight-piece collection of vintage tennis-inspired clothing for Nike Women.) “She sent me a few looks of this ‘Lolita’ goth thing she... ",2024-08,2024-08-25
54,"세계 2위 수출국, 베트남의 신발제조업 동향",http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=180&CONTENTS_NO=1&bbsGbn=243&bbsSn=243&pNttSn=218691,"Tau Nike, Reebok, Adidas, Timberland Feng Tay 7 대만 73,000 Dong Nai, Ba Ria – Vung Tau, Binh Thuan Nike, Adidas, Puma, New Balance, Reebok, Converse Hong Fu 15 대만 60,000 이상 Thanh Hoa, Thai Binh, Hai Phong Nike, Converse, Clarks, Timberland... ",2024-08,2024-08-28
55,Official Images of the Jordan Heir 1.0 Revealed; Jordan Zion 3 “Galaxy”...,https://www.econotimes.com/Official-Images-of-the-Jordan-Heir-10-Revealed-Jordan-Zion-3-Galaxy-Drops-September-12th-1685638,"With the rising popularity of the WNBA, Nike Inc. appears to be focusing on unisex basketball shoes, following the success of the Nike Sabrina 2. The introduction of the Heir 1.0 by Jumpman could... ",2024-08,2024-08-31
56,"나이키, 파리에 가다",https://www.wkorea.com/2024/08/08/%eb%82%98%ec%9d%b4%ed%82%a4-%ed%8c%8c%eb%a6%ac%ec%97%90-%ea%b0%80%eb%8b%a4/?utm_source=naver&utm_medium=partnership,"물리치료와 회복 서비스를 제공하는 나이키 스포츠 연구소(Nike Sports Research Lab)이자 헤어, 메이크업, 네일... 나이키 x 하이퍼아이스 Nike x Hyperice 컬렉션은 웨어러블 기술이 반영된 부츠와 베스트로 구성됩니다. 발과... ",2024-08,2024-08-08
57,"LeBron James Wears Nike LeBron 22 PEs in Olympic Gold, While 'Armory Navy...",https://www.econotimes.com/LeBron-James-Wears-Nike-LeBron-22-PEs-in-Olympic-Gold-While-Armory-Navy-Hits-Witness-8-1683900,"LeBron James, potentially in his final Olympic appearance, wore special PEs of the Nike LeBron... LeBron James Debuts Special Nike LeBron 22 PEs in Potential Final Olympic Appearance LeBron James... ",2024-08,2024-08-12
58,Where To Buy The Nike Air Max Sunder ‘Fuchsia Flash’ and Kobe 4 Protro...,https://www.econotimes.com/Where-To-Buy-The-Nike-Air-Max-Sunder-Fuchsia-Flash-and-Kobe-4-Protro-Gold-Medal-1683527,"The Nike Air Max Sunder “Fuchsia Flash” releases on August 6, 2024, for $180, available on Nike SNKRS and select retailers. The Nike Kobe 4 Protro “Gold Medal” also returns on August 6... ",2024-08,2024-08-07
59,Official Images of Nike Giannis Freak 6 'Roses' and 'Giannis Worldwide' R...,https://www.econotimes.com/Official-Images-of-Nike-Giannis-Freak-6-Roses-and-Giannis-Worldwide-Reveal-Stunning-New-Design-1683297,"Nike has released official images of the Nike Giannis Freak 6 “Roses,” which showcases a rose-themed design and introduces &quot;Giannis Worldwide&quot; branding. This sixth signature shoe of Giannis... ",2024-08,2024-08-03
60,Where to Buy and How to Secure Drake’s NOCTA Hot Step 2 'Black': Releas...,https://www.econotimes.com/Where-to-Buy-and-How-to-Secure-Drakes-NOCTA-Hot-Step-2-Black-Release-Details-and-Shopping-Guide-1688732,"Drake’s collaboration with Nike continues to generate buzz, with the release of the NOCTA Hot... previous Nike collaborations, it’s essential to know where to buy these sneakers as soon as... ",2024-09,2024-09-27
61,"[안재형 기자의 트렌드가 된 브랜드] 나이키, 다시 승자가 될 수 있을까",https://n.news.naver.com/mnews/article/009/0005370330?sid=004,그 중 내로라하는 스포츠 스타가 등장하는 ‘나이키(NIKE)’ 광고도 시선을 끌었다. 최근 수년간 실적... 올 4월 프랑스 파리에서 진행된 ‘나이키 온 에어(Nike On Air)’ 행사에선 총 13가지 제품으로 구성된... ,2024-09,2024-09-26
62,GD의 나이키'에어 포스 1 파라-노이즈 3.0'를 영화관에서?,https://www.marieclairekorea.com/fashion/2024/09/nike-7/?utm_source=naver&utm_medium=partnership,©NIKE ©NIKE ©NIKE 나이키랩(NikeLab)이 서울 아트위크 기간을 맞이해 ‘나이키랩 서울 2024: 더 프리미어(NIKELAB SEOUL 2024: THE PREMIERE)’를 개최합니다. 나이키가 선보이는 이번 전시는 아티스트 지드래곤과... ,2024-09,2024-09-05
63,"Apple, McDonald’s, Nike avoided taxes in 2023: NTS",https://n.news.naver.com/mnews/article/640/0000059111?sid=101,"Korean branches of overseas firms including Nike, Apple and McDonald's avoided paying corporate... McDonald's Korea and Nike Korea, which made 994 billion won and 2.1 trillion won respectively... ",2024-09,2024-09-20
64,Where to Buy and How to Secure Travis Scott’s Air Jordan 1 Low ‘Medium...,https://www.econotimes.com/Where-to-Buy-and-How-to-Secure-Travis-Scotts-Air-Jordan-1-Low-Medium-Olive-Release-Details-and-Shopping-Tips-1688717,Travis Scott’s collaborations with Nike and Jordan Brand continue to dominate the sneaker... Here’s a breakdown of where to buy the sneaker: Nike SNKRS App: One of the most reliable places to... ,2024-09,2024-09-27
65,"Air Jordan 1 High OG 'Black Toe Reimagined' Release Date, Price, Design, ...",https://www.econotimes.com/Air-Jordan-1-High-OG-Black-Toe-Reimagined-Release-Date-Price-Design-and-Colorway-Revealed-1688566,"As Nike continues to reimagine some of its most classic designs, the 'Black Toe Reimagined' aims... Release Date and Price Nike is expected to release the Air Jordan 1 High OG 'Black Toe... ",2024-09,2024-09-26
66,Travis Scott’s Air Jordan 1 ‘Medium Olive’ Leads the Must-Have Sneake...,https://www.econotimes.com/Travis-Scotts-Air-Jordan-1-Medium-Olive-Leads-the-Must-Have-Sneaker-Releases-This-Week-1688207,"Joining it are the Air Jordan 12 “Barons,” Nike Ja 2 “Induction,” and A$AP Rocky’s... Beyond Jordan, the Nike Ja 2 finally debuted in the “Induction” colorway. At the same time... ",2024-09,2024-09-24
67,&quot;안해본 거 해보라서 다해보는 중&quot; 슈퍼주니어 D&amp;E의 과감한 도전 'Go Hi...,https://m.entertain.naver.com/article/117/0003873925,타고 nike 신는 중 nike 신는 중 Uh 빨리 시동 켜 Beat drop해 Two choice D&amp;E yeah And ma class 보면 Hot해 얼굴이 Young 해도 위아래로 꺅해 칵테일 콕테일 다 골라 Shot해 하루 숙취는 날 보고 탓해 흐름 따라가 내... ,2024-09,2024-09-25
68,Where to Buy and How to Secure the Air Jordan 12 'Barons' Release Date an...,https://www.econotimes.com/Where-to-Buy-and-How-to-Secure-the-Air-Jordan-12-Barons--Release-Date-and-Shopping-Tips-1688729,"Here’s a breakdown of where to buy the sneakers on release day: Nike SNKRS App: The Nike SNKRS app is the primary destination for many high-demand sneaker drops, and the Air Jordan 12... ",2024-09,2024-09-27
69,"Before Every Race, a Sprinter Gets Into Character",https://www.nytimes.com/2024/09/14/style/kenny-bednarek-headbands.html?partner=naver,"Bednarek is sponsored by Nike, which supplies his uniforms. And like most major apparel brands, Nike generally provides its athletes with the same design template — or, at most, a couple of... ",2024-09,2024-09-14
70,"This Week’s Must-Have Sneakers: Jordan 14 'Black Toe,' Demon Slayer x a...",https://www.econotimes.com/This-Weeks-Must-Have-Sneakers-Jordan-14-Black-Toe-Demon-Slayer-x-adidas-More-1692017,"the Nike SB x Grant Taylor Blazer “20 Years.” The action continues on October 29th with the... The Nike LeBron 22 “Crown Jewel” starts the King’s latest chapter, while Ja Morant’s... ",2024-10,2024-10-28
71,The Era of Outsized Market Rallies Could Be Over,https://www.nytimes.com/2024/10/22/business/dealbook/sp-500-rally-markets.html?partner=naver,"Tim Cook is said to have played a big role in shaking up Nike. Cook, Apple’s C.E.O. and a Nike board member, helped persuade Elliott Hill to come out of retirement to replace John Donahoe as C.... ",2024-10,2024-10-22
